order_id,customer_id,customer_age,order_amount,order_date,payment_mode,city,delivery_days,is_delivered
,,-3,₹999,2023/03/10,Debit Card,,2,True
,,50,499.99,,Cash,Hyderabad,1,True
ORD1475,user_475,25,250.5,2023/03/10,Cash,Hyderabad,-1,yes
,,65,₹999,2023-01-15,Debit Card,Delhi,7,
,CUST477,18,3500.75,2023-01-15,CARD,Delhi,5,no
ORD1478,CUST478,18,250.5,,UPI,,5,yes
,CUST479,25,₹999,2023-01-15,UPI,,1,no
,CUST480,-3,N/A,2023/03/10,CARD,mumbai,7,yes
,,,3500.75,2023-01-15,upi,Hyderabad,,
,,18,N/A,2023/03/10,,Bangalore,1,
ORD1483,CUST483,-3,,,Cash,Bangalore,7,True
,,35,3500.75,,Credit Card,Mumbai,5,True
ORD1485,,-3,499.99,invalid,Credit Card,mumbai,5,True
ORD1486,,65,,2023-01-15,,DELHI,7,
,,NA,N/A,2023/03/10,Cash,Delhi,1,False
,user_488,120,,2023-01-15,UPI,Mumbai,5,yes
ORD1489,,18,N/A,15/02/2023,Credit Card,Bangalore,,
,user_490,NA,3500.75,2023/03/10,CARD,Bangalore,1,False
,user_491,-3,250.5,invalid,upi,Bangalore,-1,no
ORD1492,CUST492,NA,250.5,invalid,Credit Card,mumbai,,yes
,,-3,1200,2023-01-15,CARD,Hyderabad,-1,no
ORD1494,,,3500.75,,,,,False
,user_495,18,250.5,invalid,Debit Card,Bangalore,5,
,,50,250.5,invalid,CARD,Delhi,7,False
,CUST497,-3,250.5,2023-01-15,Cash,mumbai,2,yes
,user_498,35,₹999,,upi,Delhi,2,
ORD1499,CUST499,65,,15/02/2023,Credit Card,mumbai,7,True
ORD1500,,,,invalid,UPI,Delhi,-1,False
,,50,₹999,2023/03/10,CARD,mumbai,1,True
,CUST502,50,N/A,2023-01-15,,Delhi,5,yes
ORD1503,user_503,NA,250.5,2023/03/10,Cash,mumbai,three,
ORD1504,user_504,18,250.5,2023-01-15,Credit Card,DELHI,5,False
ORD1505,user_505,120,,,Debit Card,DELHI,5,no
,,-3,N/A,invalid,Credit Card,Hyderabad,1,False
,user_507,NA,1200,,Debit Card,Bangalore,-1,False
,CUST508,120,3500.75,15/02/2023,Debit Card,Delhi,1,False
ORD1509,user_509,25,250.5,15/02/2023,CARD,DELHI,-1,no
,,120,250.5,,Credit Card,mumbai,-1,False
,user_511,,250.5,15/02/2023,UPI,,1,yes
ORD1512,CUST512,65,N/A,15/02/2023,Cash,Mumbai,-1,False
ORD1513,,NA,₹999,15/02/2023,,DELHI,2,False
ORD1514,user_514,35,3500.75,2023/03/10,upi,Bangalore,5,no
,,35,499.99,,Debit Card,mumbai,1,no
,,NA,N/A,2023-01-15,UPI,Delhi,three,yes
ORD1517,,NA,499.99,2023/03/10,Credit Card,DELHI,,yes
,CUST518,35,,,Cash,mumbai,2,True
,,25,499.99,15/02/2023,CARD,,7,True
,user_520,,250.5,15/02/2023,Credit Card,Delhi,5,no
,CUST521,18,499.99,15/02/2023,UPI,Hyderabad,7,False
,user_522,NA,250.5,2023-01-15,,,1,
,CUST523,18,3500.75,invalid,Cash,Bangalore,7,
,,-3,3500.75,invalid,upi,Bangalore,-1,yes
,,,250.5,2023-01-15,upi,mumbai,1,True
,user_526,25,1200,invalid,UPI,Hyderabad,-1,True
ORD1527,user_527,18,499.99,2023/03/10,Debit Card,DELHI,2,yes
,user_528,120,₹999,invalid,,Hyderabad,-1,yes
,,65,1200,15/02/2023,upi,,7,True
ORD1530,,,N/A,invalid,Debit Card,Delhi,,True
ORD1531,,120,1200,2023-01-15,Cash,DELHI,2,True
,,50,,,Debit Card,Bangalore,,yes
ORD1533,,65,499.99,,UPI,Delhi,2,no
,,120,499.99,15/02/2023,upi,DELHI,1,no
,user_535,50,499.99,invalid,,Mumbai,three,no
ORD1536,CUST536,NA,₹999,,UPI,Mumbai,,
,CUST537,120,1200,,upi,DELHI,,yes
ORD1538,,,499.99,invalid,,Hyderabad,5,
,user_539,NA,250.5,2023-01-15,UPI,,7,False
,CUST540,50,499.99,2023/03/10,UPI,DELHI,three,True
,CUST541,18,3500.75,2023/03/10,Credit Card,Bangalore,1,yes
,,-3,₹999,,,,1,True
ORD1543,user_543,,,invalid,,,-1,
,CUST544,-3,₹999,,Cash,Hyderabad,three,
,,35,₹999,,Credit Card,mumbai,1,True
ORD1546,user_546,35,250.5,15/02/2023,Cash,DELHI,1,no
,,,499.99,15/02/2023,Credit Card,,three,no
,CUST548,NA,N/A,2023-01-15,upi,mumbai,2,True
ORD1549,user_549,35,499.99,15/02/2023,upi,mumbai,7,True
,user_550,NA,1200,,Cash,Mumbai,7,True
,CUST551,25,3500.75,15/02/2023,CARD,Delhi,three,yes
ORD1552,,18,N/A,2023-01-15,CARD,Hyderabad,5,
ORD1553,,NA,499.99,2023/03/10,,Hyderabad,,no
,user_554,65,250.5,2023-01-15,Debit Card,Mumbai,2,False
,,65,3500.75,,upi,DELHI,5,yes
,CUST556,NA,1200,2023/03/10,Debit Card,Bangalore,three,True
,,-3,₹999,15/02/2023,UPI,,1,True
ORD1558,user_558,50,N/A,invalid,Debit Card,Delhi,,yes
ORD1559,,120,3500.75,2023-01-15,,Bangalore,5,no
,user_560,50,N/A,invalid,Debit Card,Mumbai,,False
,user_561,25,3500.75,2023-01-15,upi,DELHI,-1,yes
,CUST562,120,499.99,15/02/2023,CARD,Delhi,three,False
ORD1563,CUST563,120,N/A,15/02/2023,CARD,Hyderabad,2,no
ORD1564,user_564,-3,₹999,2023-01-15,Credit Card,Delhi,5,False
ORD1565,,50,₹999,2023-01-15,upi,DELHI,,True
ORD1566,CUST566,35,250.5,invalid,Cash,Bangalore,three,False
ORD1567,CUST567,NA,N/A,,UPI,Mumbai,2,no
,user_568,120,₹999,2023-01-15,,mumbai,1,no
ORD1569,user_569,65,1200,invalid,,Bangalore,1,yes
,,35,3500.75,15/02/2023,Debit Card,Delhi,5,yes
ORD1571,,,3500.75,15/02/2023,Cash,Delhi,-1,True
,,25,₹999,,UPI,Bangalore,5,
,,25,3500.75,,upi,DELHI,2,False
,,120,₹999,2023-01-15,CARD,Bangalore,2,no
,,65,N/A,2023-01-15,Credit Card,Bangalore,7,False
,,25,499.99,2023/03/10,Debit Card,mumbai,three,False
,,NA,250.5,,Credit Card,mumbai,three,False
,,120,₹999,,Credit Card,Mumbai,three,no
,,120,,2023-01-15,Credit Card,Hyderabad,1,no
ORD1580,CUST580,50,₹999,15/02/2023,Cash,Delhi,three,
ORD1581,CUST581,120,499.99,invalid,upi,Hyderabad,5,yes
ORD1582,user_582,,1200,2023/03/10,upi,,2,True
,CUST583,-3,499.99,2023/03/10,UPI,DELHI,1,
ORD1584,user_584,35,₹999,invalid,UPI,Hyderabad,2,
ORD1585,CUST585,25,₹999,2023/03/10,Cash,Bangalore,5,False
ORD1586,user_586,120,N/A,15/02/2023,Credit Card,Hyderabad,7,True
ORD1587,CUST587,120,N/A,invalid,UPI,Bangalore,1,yes
,CUST588,,₹999,2023-01-15,UPI,Mumbai,7,False
ORD1589,CUST589,65,N/A,invalid,CARD,Bangalore,-1,True
ORD1590,CUST590,25,N/A,2023-01-15,Cash,Bangalore,2,no
,,18,3500.75,,,Delhi,,yes
,,NA,3500.75,2023-01-15,,Bangalore,1,True
ORD1593,CUST593,35,N/A,invalid,Debit Card,Delhi,1,yes
,,NA,₹999,15/02/2023,CARD,Hyderabad,three,no
,CUST595,120,3500.75,2023/03/10,UPI,DELHI,,True
,,-3,250.5,invalid,Debit Card,DELHI,2,True
,,-3,250.5,invalid,,mumbai,,False
,,35,₹999,15/02/2023,CARD,mumbai,5,no
,CUST599,35,₹999,,Credit Card,DELHI,2,False
ORD1600,,65,1200,2023/03/10,CARD,DELHI,1,True
,CUST601,50,250.5,2023/03/10,Debit Card,Hyderabad,three,yes
,user_602,35,,15/02/2023,Cash,DELHI,three,True
,,-3,250.5,,CARD,Delhi,1,yes
ORD1604,,50,3500.75,2023/03/10,CARD,mumbai,7,True
,user_605,18,499.99,15/02/2023,upi,Delhi,-1,no
ORD1606,,50,3500.75,,Debit Card,Mumbai,-1,False
ORD1607,,50,₹999,invalid,,,7,yes
,,NA,3500.75,2023-01-15,Debit Card,Hyderabad,three,False
,,NA,N/A,15/02/2023,Credit Card,Delhi,three,no
,,18,₹999,2023-01-15,upi,mumbai,1,yes
,CUST611,65,₹999,15/02/2023,upi,Hyderabad,,False
,CUST612,18,250.5,2023/03/10,Cash,DELHI,7,
,,25,₹999,15/02/2023,UPI,mumbai,1,yes
ORD1614,,,,invalid,upi,Hyderabad,2,True
,,50,499.99,2023/03/10,Credit Card,mumbai,three,no
,,18,,2023-01-15,Cash,,2,no
ORD1617,,35,₹999,invalid,,Mumbai,7,True
,user_618,NA,N/A,15/02/2023,upi,Hyderabad,1,
,CUST619,NA,₹999,2023-01-15,Credit Card,Mumbai,,True
,user_620,NA,1200,,CARD,,5,no
ORD1621,,65,250.5,15/02/2023,,Mumbai,-1,yes
,,-3,250.5,2023-01-15,upi,,,False
,CUST623,,250.5,invalid,upi,DELHI,1,False
ORD1624,,25,,2023-01-15,Debit Card,Bangalore,2,no
ORD1625,CUST625,,₹999,2023/03/10,Cash,Delhi,5,False
,CUST626,50,3500.75,invalid,CARD,Bangalore,,yes
,user_627,65,3500.75,,Credit Card,,three,True
,,50,₹999,2023-01-15,upi,Delhi,-1,no
,user_629,18,3500.75,2023-01-15,upi,Bangalore,2,
,user_630,,499.99,,Credit Card,Mumbai,7,
ORD1631,user_631,NA,250.5,,UPI,DELHI,three,False
,user_632,NA,N/A,15/02/2023,Debit Card,Mumbai,7,yes
,CUST633,NA,250.5,2023/03/10,upi,Bangalore,three,False
,CUST634,18,250.5,2023/03/10,UPI,,three,no
,CUST635,65,₹999,2023/03/10,upi,Delhi,7,yes
,user_636,,250.5,2023-01-15,upi,Delhi,5,False
,user_637,50,N/A,2023-01-15,Cash,mumbai,7,True
ORD1638,,120,1200,15/02/2023,Debit Card,Bangalore,5,True
,CUST639,-3,499.99,2023-01-15,Cash,DELHI,-1,no
,,120,1200,15/02/2023,,Mumbai,2,
,,25,1200,invalid,,Mumbai,7,False
,CUST642,NA,499.99,2023/03/10,CARD,Hyderabad,5,False
,user_643,-3,499.99,15/02/2023,CARD,Bangalore,7,no
,,NA,1200,2023/03/10,Debit Card,Mumbai,three,
,,,3500.75,2023-01-15,upi,Mumbai,7,no
,,,,,UPI,mumbai,2,yes
,user_647,25,N/A,15/02/2023,Credit Card,mumbai,three,no
ORD1648,user_648,18,1200,,,Delhi,,no
,,65,250.5,invalid,Credit Card,Mumbai,5,
ORD1650,,65,3500.75,15/02/2023,UPI,Bangalore,-1,no
,user_651,25,250.5,2023/03/10,,Mumbai,three,False
,CUST652,65,3500.75,2023-01-15,Debit Card,DELHI,5,False
ORD1653,,50,1200,15/02/2023,Credit Card,Mumbai,three,no
,CUST654,,250.5,invalid,Credit Card,Delhi,2,yes
ORD1655,user_655,50,250.5,15/02/2023,,DELHI,5,no
,CUST656,NA,3500.75,,CARD,Hyderabad,-1,no
,,NA,499.99,15/02/2023,Debit Card,Mumbai,2,
ORD1658,,-3,250.5,invalid,CARD,mumbai,5,yes
,CUST659,,,invalid,UPI,Mumbai,2,yes
ORD1660,,-3,N/A,2023-01-15,Debit Card,Bangalore,5,no
ORD1661,,NA,3500.75,invalid,Debit Card,DELHI,-1,
,,120,499.99,15/02/2023,CARD,Mumbai,-1,True
ORD1663,,120,N/A,,Debit Card,Delhi,three,True
,,25,1200,15/02/2023,Cash,mumbai,1,True
ORD1665,,,N/A,invalid,UPI,,2,False
ORD1666,user_666,120,,,UPI,Delhi,7,no
ORD1667,,120,3500.75,invalid,Debit Card,Bangalore,5,True
,user_668,18,3500.75,2023-01-15,UPI,,7,True
,user_669,,250.5,invalid,UPI,DELHI,-1,False
,,NA,₹999,2023-01-15,Debit Card,DELHI,2,
ORD1671,,120,499.99,,,Delhi,,True
ORD1672,,65,250.5,2023/03/10,Debit Card,Hyderabad,1,yes
,,,N/A,,upi,Mumbai,7,yes
,,18,₹999,2023-01-15,upi,mumbai,-1,True
ORD1675,user_675,65,1200,invalid,Credit Card,Bangalore,-1,False
,user_676,120,,invalid,Cash,Hyderabad,,
ORD1677,user_677,25,,15/02/2023,Debit Card,Delhi,three,no
,user_678,65,499.99,invalid,Debit Card,Hyderabad,three,True
,,25,1200,,CARD,,-1,False
,CUST680,35,₹999,,,Bangalore,2,True
,CUST681,NA,₹999,invalid,CARD,Hyderabad,7,True
,,,3500.75,2023/03/10,Debit Card,Bangalore,1,no
,,-3,3500.75,2023/03/10,,Hyderabad,-1,False
,CUST684,,1200,2023/03/10,CARD,Hyderabad,-1,
,CUST685,,3500.75,15/02/2023,Cash,Mumbai,,yes
,user_686,,250.5,invalid,Debit Card,DELHI,1,yes
,user_687,50,,2023-01-15,,DELHI,5,True
,,NA,N/A,invalid,Credit Card,,2,True
,,,250.5,2023-01-15,UPI,DELHI,three,no
ORD1690,CUST690,,499.99,,,Delhi,,False
ORD1691,user_691,-3,N/A,2023/03/10,,Bangalore,-1,False
,,,250.5,2023-01-15,Debit Card,mumbai,2,yes
ORD1693,,120,499.99,invalid,Cash,DELHI,5,yes
,user_694,50,250.5,invalid,CARD,Delhi,three,no
ORD1695,,NA,,2023/03/10,Credit Card,DELHI,7,yes
ORD1696,,,,15/02/2023,Credit Card,Delhi,2,
,CUST697,,,2023/03/10,UPI,Bangalore,1,True
ORD1698,,,499.99,15/02/2023,CARD,,5,True
,user_699,18,1200,15/02/2023,UPI,Delhi,,yes
ORD1700,,35,3500.75,15/02/2023,Debit Card,DELHI,three,False
ORD1701,,25,1200,15/02/2023,Cash,Mumbai,-1,yes
ORD1702,,65,1200,,upi,Mumbai,1,yes
ORD1703,user_703,NA,1200,2023/03/10,Credit Card,Delhi,-1,True
ORD1704,CUST704,,1200,2023/03/10,Debit Card,mumbai,three,yes
,,-3,,15/02/2023,,Delhi,2,
,,-3,499.99,15/02/2023,UPI,Bangalore,three,
,user_707,,3500.75,,UPI,Bangalore,,
,,65,1200,2023/03/10,Debit Card,Delhi,,yes
ORD1709,user_709,,,2023-01-15,Cash,Bangalore,,
,user_710,,₹999,2023/03/10,CARD,Bangalore,1,no
,,-3,3500.75,15/02/2023,UPI,DELHI,2,False
,CUST712,-3,3500.75,2023/03/10,upi,Bangalore,-1,
,,-3,1200,,UPI,Bangalore,2,
,CUST714,35,3500.75,2023/03/10,Cash,,three,True
,,,250.5,,upi,DELHI,,True
,user_716,65,N/A,2023/03/10,Debit Card,Mumbai,7,False
,,120,,2023-01-15,CARD,Delhi,,
,,-3,₹999,15/02/2023,upi,Hyderabad,7,False
,,18,1200,,Debit Card,Mumbai,2,no
ORD1720,,35,1200,2023-01-15,upi,,-1,False
,,,N/A,2023-01-15,Cash,Mumbai,5,yes
ORD1722,,,499.99,2023/03/10,Cash,Delhi,7,True
ORD1723,,50,,2023/03/10,CARD,DELHI,5,yes
,CUST724,35,,invalid,Debit Card,,,
,CUST725,120,250.5,,Credit Card,mumbai,5,yes
,,NA,499.99,2023-01-15,upi,Hyderabad,-1,no
,,-3,3500.75,,,,,False
,,35,,,Debit Card,DELHI,2,False
ORD1729,user_729,50,N/A,invalid,upi,DELHI,three,no
,CUST730,,499.99,2023-01-15,CARD,Delhi,2,False
ORD1731,user_731,35,3500.75,2023/03/10,Debit Card,Delhi,1,False
,,120,3500.75,,,Mumbai,5,
ORD1733,,35,3500.75,2023-01-15,upi,,2,yes
ORD1734,,25,N/A,2023/03/10,CARD,Bangalore,,True
,,NA,3500.75,2023-01-15,UPI,Bangalore,,True
ORD1736,,50,N/A,2023/03/10,upi,Hyderabad,2,yes
ORD1737,,18,N/A,,Cash,Delhi,5,yes
,user_738,35,1200,2023-01-15,Cash,Mumbai,2,yes
,CUST739,120,1200,invalid,,Mumbai,2,no
ORD1740,user_740,120,1200,2023-01-15,UPI,Mumbai,2,False
ORD1741,CUST741,50,250.5,2023-01-15,UPI,Mumbai,-1,yes
ORD1742,,50,3500.75,2023-01-15,Debit Card,Mumbai,three,yes
ORD1743,user_743,-3,₹999,2023/03/10,Cash,Mumbai,7,False
,,-3,499.99,2023/03/10,Credit Card,DELHI,2,yes
ORD1745,,18,499.99,2023-01-15,UPI,DELHI,2,
ORD1746,CUST746,NA,250.5,2023-01-15,UPI,DELHI,,no
ORD1747,CUST747,NA,₹999,2023-01-15,,Delhi,2,no
,,NA,1200,,Cash,,three,no
ORD1749,,-3,1200,15/02/2023,Debit Card,Delhi,three,
ORD1750,,-3,3500.75,invalid,Debit Card,Bangalore,three,True
ORD1751,,35,N/A,2023-01-15,Cash,Delhi,-1,True
ORD1752,,35,N/A,invalid,UPI,Mumbai,three,yes
ORD1753,,65,499.99,invalid,,Delhi,-1,yes
ORD1754,,35,N/A,,UPI,DELHI,three,no
ORD1755,user_755,,,2023-01-15,Credit Card,Hyderabad,1,False
ORD1756,,50,499.99,15/02/2023,UPI,Mumbai,5,True
,,,499.99,2023-01-15,upi,Mumbai,,False
ORD1758,,65,250.5,2023-01-15,Cash,DELHI,three,yes
ORD1759,,25,N/A,2023/03/10,CARD,mumbai,2,False
ORD1760,,120,250.5,2023/03/10,Cash,mumbai,,True
,CUST761,,3500.75,,Cash,Hyderabad,5,no
ORD1762,user_762,NA,,2023/03/10,upi,Bangalore,,False
,,,250.5,2023-01-15,Debit Card,DELHI,-1,
,CUST764,65,,invalid,,Mumbai,7,False
,,NA,₹999,15/02/2023,Cash,DELHI,-1,True
ORD1766,user_766,18,N/A,invalid,,,-1,no
ORD1767,CUST767,,3500.75,invalid,UPI,Hyderabad,-1,no
,,18,N/A,15/02/2023,upi,DELHI,three,yes
ORD1769,user_769,35,1200,invalid,upi,DELHI,1,yes
ORD1770,,,₹999,,CARD,mumbai,2,True
,CUST771,18,₹999,15/02/2023,CARD,DELHI,5,True
,,NA,,,UPI,Hyderabad,,
,user_773,NA,,,Debit Card,DELHI,2,no
ORD1774,user_774,,250.5,invalid,Debit Card,DELHI,2,False
,,18,3500.75,,Credit Card,DELHI,7,False
,user_776,120,₹999,2023/03/10,UPI,,three,
,CUST777,,1200,2023/03/10,,,-1,False
,,NA,₹999,2023-01-15,Cash,mumbai,three,True
,,120,₹999,invalid,,Mumbai,-1,no
ORD1780,,25,N/A,2023-01-15,upi,Hyderabad,-1,yes
,,25,,invalid,UPI,Hyderabad,7,no
ORD1782,,18,3500.75,,,,1,no
ORD1783,user_783,-3,1200,15/02/2023,,,2,
,CUST784,120,1200,2023-01-15,Credit Card,Hyderabad,2,yes
,CUST785,50,₹999,2023/03/10,Cash,Delhi,1,True
,,35,₹999,invalid,CARD,Hyderabad,5,True
,,50,1200,2023-01-15,CARD,,5,True
,user_788,50,3500.75,2023/03/10,CARD,Delhi,three,
,user_789,,,15/02/2023,upi,Mumbai,1,False
,,120,3500.75,invalid,Cash,Mumbai,5,True
,,25,₹999,15/02/2023,Cash,Bangalore,5,True
,,25,3500.75,,Credit Card,,5,no
,,65,₹999,2023-01-15,upi,Bangalore,7,no
,,35,,invalid,Cash,,2,yes
,user_795,50,N/A,2023/03/10,Credit Card,,three,no
,user_796,50,N/A,15/02/2023,Debit Card,Delhi,,no
,,18,3500.75,2023-01-15,,DELHI,7,yes
ORD1798,CUST798,NA,3500.75,2023/03/10,UPI,Bangalore,2,
,,120,,2023/03/10,upi,,,True
ORD1800,,120,N/A,invalid,Cash,Mumbai,1,True
,CUST801,NA,N/A,,upi,,7,yes
,,35,₹999,15/02/2023,upi,Delhi,7,no
,CUST803,65,3500.75,,,,,False
,,18,499.99,,CARD,Hyderabad,5,
ORD1805,,NA,₹999,2023/03/10,UPI,Delhi,1,False
,user_806,18,250.5,15/02/2023,CARD,Mumbai,5,False
,user_807,,3500.75,,UPI,,2,no
,CUST808,50,3500.75,,upi,Mumbai,5,
,CUST809,18,499.99,2023/03/10,Cash,Mumbai,three,
,user_810,65,250.5,15/02/2023,Credit Card,Mumbai,,
ORD1811,CUST811,-3,1200,2023/03/10,Credit Card,mumbai,1,yes
,,35,499.99,2023-01-15,CARD,Bangalore,7,True
,,50,₹999,2023/03/10,Cash,Mumbai,2,no
,user_814,-3,3500.75,2023/03/10,CARD,Mumbai,three,False
,,NA,N/A,2023/03/10,Credit Card,,7,
ORD1816,user_816,NA,3500.75,15/02/2023,UPI,DELHI,2,no
,CUST817,-3,,,Cash,DELHI,,True
,CUST818,,3500.75,invalid,upi,Hyderabad,7,
,,65,499.99,invalid,upi,Delhi,1,False
,CUST820,18,₹999,2023-01-15,,Bangalore,7,False
,CUST821,18,N/A,2023/03/10,UPI,,1,no
ORD1822,user_822,50,250.5,15/02/2023,Debit Card,Delhi,-1,True
,,,N/A,,Cash,Bangalore,-1,True
,,25,1200,15/02/2023,CARD,DELHI,5,True
ORD1825,,18,3500.75,invalid,Debit Card,Delhi,-1,yes
,,50,₹999,,upi,mumbai,-1,no
,,18,₹999,,CARD,,,no
,,35,₹999,15/02/2023,Cash,mumbai,2,
ORD1829,,65,₹999,2023-01-15,Cash,mumbai,three,False
ORD1830,,,499.99,15/02/2023,Debit Card,Bangalore,1,False
ORD1831,,,499.99,invalid,Cash,Delhi,5,
,,-3,1200,,CARD,Hyderabad,-1,True
,user_833,65,₹999,,Credit Card,,2,True
ORD1834,,18,,15/02/2023,UPI,mumbai,5,False
,,120,N/A,,Cash,Bangalore,three,no
,,120,₹999,,Credit Card,Delhi,2,yes
,,65,499.99,,Cash,Mumbai,three,False
,user_838,NA,3500.75,2023-01-15,,Mumbai,-1,no
ORD1839,,-3,499.99,,UPI,Mumbai,,False
ORD1840,,120,250.5,,Credit Card,Delhi,2,True
ORD1841,user_841,65,₹999,invalid,Credit Card,Delhi,,
,,65,₹999,2023/03/10,Credit Card,Mumbai,-1,False
,,,N/A,2023/03/10,UPI,mumbai,-1,False
,user_844,18,,15/02/2023,Credit Card,,three,False
,,18,,15/02/2023,upi,mumbai,7,yes
,,-3,3500.75,invalid,Cash,DELHI,,True
,user_847,25,N/A,2023/03/10,upi,mumbai,-1,True
,CUST848,,3500.75,2023/03/10,CARD,DELHI,2,yes
,,25,₹999,2023/03/10,Cash,Delhi,-1,True
ORD1850,,50,₹999,15/02/2023,,Bangalore,5,
,,65,1200,2023/03/10,CARD,Mumbai,1,True
ORD1852,user_852,25,₹999,2023-01-15,Credit Card,Bangalore,,False
,CUST853,35,₹999,,CARD,mumbai,7,
ORD1854,,35,1200,,,DELHI,2,yes
,,120,3500.75,2023/03/10,Credit Card,Hyderabad,,True
ORD1856,,-3,3500.75,,Debit Card,,5,
,user_857,-3,₹999,15/02/2023,UPI,DELHI,5,False
,,18,1200,15/02/2023,upi,,5,True
,,18,,15/02/2023,Credit Card,Bangalore,-1,False
,,-3,3500.75,2023-01-15,upi,Delhi,2,
,CUST861,,,2023/03/10,Cash,DELHI,-1,True
,user_862,18,1200,15/02/2023,,Hyderabad,,False
,user_863,65,3500.75,15/02/2023,UPI,Mumbai,2,yes
ORD1864,,65,,,,Hyderabad,three,no
ORD1865,,65,,2023-01-15,upi,Delhi,,yes
ORD1866,CUST866,18,499.99,2023-01-15,CARD,Mumbai,1,True
,,18,₹999,invalid,UPI,Mumbai,1,True
,,25,3500.75,invalid,,Mumbai,5,True
,CUST869,35,499.99,2023-01-15,Cash,Bangalore,1,
ORD1870,,-3,250.5,,,Delhi,three,yes
ORD1871,,-3,N/A,15/02/2023,CARD,,,False
,,50,1200,2023-01-15,upi,Delhi,7,True
,,120,499.99,2023/03/10,Cash,,2,
ORD1874,user_874,35,499.99,2023/03/10,Debit Card,Hyderabad,1,
,CUST875,25,₹999,2023/03/10,,Delhi,three,no
ORD1876,CUST876,,N/A,15/02/2023,,Mumbai,-1,
ORD1877,user_877,18,N/A,15/02/2023,UPI,,three,
,,120,₹999,2023/03/10,UPI,Delhi,2,False
,CUST879,50,250.5,2023-01-15,Cash,Hyderabad,2,no
ORD1880,user_880,35,1200,2023-01-15,Cash,Mumbai,-1,True
ORD1881,user_881,,3500.75,2023/03/10,UPI,Bangalore,,yes
ORD1882,user_882,50,499.99,invalid,UPI,DELHI,1,no
,,65,3500.75,,,Hyderabad,5,yes
ORD1884,CUST884,65,1200,15/02/2023,,Hyderabad,1,yes
,CUST885,65,3500.75,2023-01-15,CARD,Bangalore,7,yes
ORD1886,,50,250.5,invalid,CARD,Hyderabad,-1,True
ORD1887,user_887,18,1200,15/02/2023,Debit Card,DELHI,three,
,user_888,18,499.99,,Cash,Bangalore,,False
ORD1889,CUST889,120,3500.75,2023-01-15,Cash,Mumbai,7,True
,,18,499.99,invalid,Cash,Hyderabad,1,True
,CUST891,NA,499.99,2023/03/10,CARD,Mumbai,three,yes
,CUST892,35,499.99,15/02/2023,UPI,Delhi,5,no
ORD1893,CUST893,65,₹999,,CARD,Bangalore,,
,,35,,2023/03/10,upi,Bangalore,5,yes
ORD1895,user_895,NA,1200,15/02/2023,Debit Card,Bangalore,,True
,user_896,25,499.99,2023/03/10,,mumbai,1,
ORD1897,user_897,25,250.5,,Debit Card,mumbai,5,yes
,,25,,invalid,UPI,mumbai,1,
,,65,250.5,2023/03/10,Debit Card,mumbai,1,
,CUST900,35,1200,2023/03/10,Debit Card,DELHI,,
,,120,499.99,,Credit Card,Hyderabad,5,yes
,user_902,,1200,,upi,Hyderabad,three,True
,CUST903,35,250.5,invalid,UPI,,2,
,,-3,N/A,invalid,Debit Card,Bangalore,5,no
,,35,499.99,2023-01-15,upi,Hyderabad,,
,,-3,499.99,2023-01-15,UPI,DELHI,1,True
ORD1907,CUST907,50,250.5,2023-01-15,UPI,Delhi,5,
ORD1908,,,250.5,invalid,UPI,mumbai,1,
ORD1909,,25,3500.75,15/02/2023,upi,Hyderabad,7,no
,,-3,N/A,invalid,upi,DELHI,-1,yes
,user_911,35,250.5,15/02/2023,Debit Card,DELHI,-1,False
ORD1912,user_912,65,3500.75,,upi,DELHI,,True
,CUST913,35,₹999,invalid,,Mumbai,,no
,,,,invalid,Credit Card,Bangalore,1,False
ORD1915,,,N/A,15/02/2023,Cash,Delhi,,yes
,CUST916,NA,,invalid,upi,DELHI,1,False
,user_917,,N/A,2023-01-15,UPI,Mumbai,,
,user_918,25,,15/02/2023,UPI,Delhi,2,yes
ORD1919,,,499.99,15/02/2023,Cash,Hyderabad,7,
,user_920,65,,,,Hyderabad,2,True
,user_921,65,₹999,invalid,UPI,,1,no
,,35,N/A,15/02/2023,Cash,Hyderabad,2,no
,user_923,50,,,,,2,yes
,,,3500.75,2023-01-15,CARD,Bangalore,,yes
,CUST925,18,1200,2023-01-15,upi,Mumbai,,True
,,-3,250.5,2023-01-15,UPI,mumbai,three,True
ORD1927,,35,N/A,2023-01-15,Cash,,2,True
,,35,3500.75,2023-01-15,CARD,Delhi,5,
,user_929,50,250.5,invalid,Credit Card,Bangalore,1,no
ORD1930,,,1200,,,Delhi,1,True
,CUST931,NA,N/A,,,Mumbai,,no
ORD1932,user_932,25,1200,,,Bangalore,2,yes
ORD1933,,18,,invalid,UPI,,2,False
,,-3,,2023-01-15,UPI,mumbai,-1,no
,user_935,-3,499.99,,UPI,Delhi,-1,
ORD1936,user_936,NA,N/A,15/02/2023,UPI,Bangalore,-1,no
ORD1937,CUST937,-3,,2023-01-15,Debit Card,mumbai,-1,yes
ORD1938,user_938,65,250.5,invalid,upi,mumbai,-1,
,CUST939,120,,15/02/2023,upi,Hyderabad,2,yes
,,120,1200,invalid,upi,Hyderabad,1,no
,,NA,₹999,15/02/2023,upi,Hyderabad,5,
ORD1942,user_942,120,N/A,15/02/2023,Credit Card,Delhi,,yes
,user_943,NA,,2023/03/10,Credit Card,DELHI,,True
