user_id,age,salary,department,join_date,city,performance_score,experience_years,is_active
U1507,18,45000,HR,invalid,Hyderabad,excellent,,yes
U1508,unknown,78000,IT,2022-01-15,DELHI,5,five,False
user_509,200,78000,HR,15/02/2021,DELHI,2,,
user_510,unknown,78000,Finance,2022-01-15,Bangalore,poor,five,no
user_511,200,₹50000,IT,2022-01-15,,4,1,False
,45,,it ,invalid,mumbai,3,0,True
user_513,60,120000.75,it ,2022-01-15,Hyderabad,poor,5,yes
,-5,,HR,invalid,DELHI,3,10,no
,25,78000,Finance,2022-01-15,mumbai,5,0,False
U1516,unknown,45000,IT,,mumbai,5,1,
,25,,Finance,invalid,DELHI,,-1,True
U1518,18,N/A,Finance,invalid,,3,5,False
U1519,60,25000,HR,,,excellent,10,True
,60,₹50000,it ,,,1,-1,
user_521,unknown,25000,IT,,Bangalore,5,,
,18,45000,Finance,2020/12/01,mumbai,poor,,no
,18,,HR,invalid,mumbai,5,-1,False
,200,N/A,it ,2020/12/01,Delhi,1,five,True
user_525,200,78000,IT,invalid,Hyderabad,5,1,no
,25,25000,IT,2022-01-15,Delhi,,0,True
,unknown,₹50000,IT,15/02/2021,Bangalore,poor,10,yes
U1528,30,₹50000,it ,invalid,Bangalore,2,0,
,45,N/A,,2022-01-15,mumbai,2,10,no
user_530,18,₹50000,HR,2020/12/01,Mumbai,4,-1,False
U1531,-5,,Finance,2020/12/01,Mumbai,5,five,yes
,18,45000,it ,15/02/2021,DELHI,3,3,
,-5,78000,it ,,mumbai,1,,False
,unknown,N/A,Finance,,Hyderabad,,1,
U1535,18,N/A,HR,invalid,DELHI,1,0,True
U1536,-5,45000,IT,2020/12/01,Mumbai,excellent,3,True
,25,25000,HR,2020/12/01,DELHI,3,1,True
user_538,30,N/A,HR,15/02/2021,Delhi,1,1,
,-5,45000,Sales,15/02/2021,Bangalore,1,0,yes
U1540,30,78000,Sales,,Delhi,5,10,True
,-5,45000,Finance,2020/12/01,Bangalore,excellent,10,no
U1542,-5,25000,HR,invalid,mumbai,poor,5,True
,45,,,15/02/2021,mumbai,4,3,
,30,N/A,HR,invalid,Delhi,excellent,-1,False
,,78000,,,Delhi,2,5,
user_546,25,N/A,Sales,,mumbai,4,1,
U1547,200,45000,HR,invalid,Delhi,1,,True
,unknown,₹50000,HR,15/02/2021,Mumbai,5,10,no
,18,45000,HR,invalid,DELHI,poor,-1,False
user_550,25,₹50000,HR,invalid,Mumbai,4,,
U1551,,25000,HR,2020/12/01,,1,1,False
,60,45000,,invalid,DELHI,poor,10,no
user_553,25,78000,HR,15/02/2021,Mumbai,5,3,
user_554,-5,78000,Finance,,mumbai,4,10,no
U1555,-5,,HR,,mumbai,1,5,False
,45,N/A,HR,15/02/2021,DELHI,,5,no
user_557,60,120000.75,HR,2020/12/01,mumbai,4,five,True
U1558,200,120000.75,it ,2022-01-15,Mumbai,3,0,False
user_559,18,₹50000,Sales,invalid,,1,0,False
,45,45000,Sales,invalid,Delhi,4,3,
,25,45000,it ,,,5,,
,,25000,it ,,Delhi,5,0,
,,25000,HR,,DELHI,,1,no
user_564,18,₹50000,Finance,2022-01-15,mumbai,4,-1,no
,18,25000,it ,invalid,,3,3,yes
,18,25000,it ,invalid,Mumbai,,-1,no
U1567,25,N/A,HR,2020/12/01,Bangalore,5,1,no
user_568,200,45000,IT,2022-01-15,Bangalore,3,-1,no
,18,,it ,2022-01-15,mumbai,1,,False
user_570,,N/A,,invalid,mumbai,poor,five,True
user_571,,78000,it ,2022-01-15,Bangalore,poor,3,True
,unknown,,HR,invalid,Delhi,5,-1,False
user_573,,120000.75,Sales,2020/12/01,Bangalore,5,-1,False
user_574,,25000,HR,2020/12/01,DELHI,5,five,True
user_575,,45000,IT,15/02/2021,Delhi,,five,
,60,N/A,HR,,Delhi,poor,10,False
U1577,,25000,HR,invalid,,4,3,False
U1578,60,25000,HR,invalid,DELHI,excellent,1,yes
user_579,45,78000,HR,15/02/2021,DELHI,1,-1,
,unknown,120000.75,HR,15/02/2021,Hyderabad,2,-1,True
,200,120000.75,IT,2022-01-15,Bangalore,excellent,1,
,25,N/A,Finance,invalid,mumbai,poor,10,no
,18,78000,,invalid,Bangalore,3,5,False
,-5,78000,,,,2,3,no
,200,78000,HR,2022-01-15,Delhi,5,10,no
user_586,25,78000,it ,2020/12/01,Mumbai,1,3,no
U1587,-5,,IT,2020/12/01,Mumbai,poor,-1,True
,unknown,₹50000,IT,2022-01-15,,5,-1,True
U1589,30,,it ,2022-01-15,Mumbai,2,,no
user_590,30,,it ,15/02/2021,Mumbai,5,5,
,,78000,it ,15/02/2021,DELHI,,,
user_592,60,,HR,invalid,mumbai,5,3,no
,18,45000,HR,,Delhi,3,five,True
user_594,45,,Finance,,Mumbai,5,five,False
,25,78000,Finance,15/02/2021,mumbai,4,five,yes
user_596,unknown,₹50000,HR,2020/12/01,Delhi,5,5,
user_597,-5,45000,,,,poor,1,yes
,45,45000,HR,15/02/2021,Mumbai,poor,10,yes
,30,,IT,2022-01-15,Bangalore,excellent,-1,yes
U1600,200,N/A,,2020/12/01,Delhi,3,five,yes
U1601,30,120000.75,Finance,,,excellent,,no
,45,₹50000,Sales,invalid,Bangalore,4,5,yes
user_603,200,N/A,IT,2022-01-15,Bangalore,2,-1,
user_604,45,78000,HR,2020/12/01,Bangalore,2,,True
,,,Sales,2020/12/01,DELHI,3,5,False
,30,,HR,,Bangalore,4,,yes
user_607,-5,,Finance,invalid,mumbai,1,5,False
,unknown,N/A,,2020/12/01,Hyderabad,1,10,False
,18,25000,it ,2022-01-15,mumbai,4,0,no
user_610,18,N/A,HR,2022-01-15,Delhi,4,0,False
U1611,30,45000,Sales,2022-01-15,mumbai,1,,False
,200,N/A,HR,,Hyderabad,2,5,no
,200,N/A,IT,invalid,Hyderabad,3,3,
,30,45000,IT,2022-01-15,,3,-1,False
U1615,unknown,120000.75,,2020/12/01,,4,,no
,-5,N/A,IT,2020/12/01,Mumbai,excellent,10,True
U1617,unknown,78000,it ,2022-01-15,Bangalore,poor,5,False
user_618,25,120000.75,Finance,2022-01-15,,5,0,True
,60,120000.75,it ,2022-01-15,Hyderabad,3,0,False
U1620,,78000,,2022-01-15,Hyderabad,5,10,
user_621,unknown,₹50000,IT,,Mumbai,1,5,False
user_622,18,78000,Finance,2020/12/01,Hyderabad,,-1,False
,18,₹50000,Finance,invalid,Mumbai,2,five,yes
U1624,18,45000,,,Bangalore,3,10,no
U1625,unknown,N/A,it ,2020/12/01,Mumbai,,five,
,,45000,HR,,,poor,1,True
,,N/A,IT,2022-01-15,DELHI,4,-1,yes
,-5,,HR,15/02/2021,Mumbai,,0,False
,18,,HR,2020/12/01,Bangalore,2,,False
user_630,-5,78000,HR,,DELHI,,5,no
,,45000,IT,,Mumbai,2,1,yes
U1632,25,78000,HR,invalid,Hyderabad,5,10,False
U1633,30,120000.75,it ,2020/12/01,DELHI,2,-1,False
,-5,78000,HR,15/02/2021,,2,,no
user_635,45,₹50000,it ,2020/12/01,mumbai,5,3,True
,200,45000,it ,2022-01-15,Mumbai,3,1,
user_637,,120000.75,Sales,2020/12/01,mumbai,3,,no
user_638,30,45000,HR,,DELHI,3,,no
,30,45000,IT,15/02/2021,Bangalore,5,0,True
,18,120000.75,Sales,2022-01-15,Delhi,poor,-1,False
U1641,unknown,25000,IT,2022-01-15,DELHI,excellent,10,False
,18,78000,IT,2020/12/01,Mumbai,5,-1,yes
U1643,30,₹50000,it ,,Delhi,5,-1,False
U1644,,45000,,invalid,DELHI,,-1,yes
user_645,25,,IT,2020/12/01,Delhi,poor,0,
user_646,18,78000,IT,2020/12/01,Hyderabad,poor,0,no
user_647,200,25000,IT,15/02/2021,Hyderabad,4,5,False
,18,25000,it ,2020/12/01,Delhi,4,3,True
U1649,200,120000.75,HR,15/02/2021,Delhi,4,-1,
U1650,,45000,HR,2022-01-15,,poor,1,no
U1651,60,45000,HR,15/02/2021,DELHI,1,,False
,25,120000.75,Finance,2022-01-15,Delhi,,five,
,45,120000.75,IT,2020/12/01,Delhi,poor,1,True
user_654,30,N/A,HR,,mumbai,,-1,True
user_655,18,120000.75,Sales,2020/12/01,Delhi,excellent,-1,yes
,200,N/A,,2020/12/01,mumbai,1,five,True
,60,120000.75,HR,2022-01-15,DELHI,excellent,five,yes
U1658,200,N/A,IT,invalid,Hyderabad,poor,-1,
user_659,,120000.75,Sales,invalid,mumbai,5,10,
U1660,30,,it ,2020/12/01,Delhi,excellent,five,False
U1661,,78000,Sales,,mumbai,5,,True
U1662,,N/A,,invalid,mumbai,excellent,,no
,45,78000,HR,2020/12/01,,1,,no
,60,N/A,HR,,Mumbai,poor,1,no
,200,,Finance,invalid,Hyderabad,3,5,False
U1666,45,N/A,Sales,invalid,Delhi,poor,3,yes
,,,,15/02/2021,,3,1,
user_668,18,120000.75,IT,,Bangalore,5,3,no
,18,25000,,,Mumbai,1,0,
,-5,25000,HR,invalid,Delhi,poor,-1,False
,30,,Finance,15/02/2021,Delhi,1,5,False
user_672,,78000,it ,15/02/2021,,4,five,False
,45,120000.75,Sales,invalid,Delhi,poor,,True
user_674,200,₹50000,Finance,,Hyderabad,5,-1,no
user_675,30,₹50000,HR,15/02/2021,Delhi,5,,False
U1676,-5,25000,Finance,2022-01-15,Mumbai,,five,False
,-5,N/A,IT,invalid,,,0,False
U1678,30,45000,,,Mumbai,5,3,no
user_679,18,78000,HR,2020/12/01,,3,-1,False
user_680,unknown,25000,HR,invalid,Hyderabad,,3,no
,unknown,120000.75,Finance,2022-01-15,DELHI,3,-1,no
,18,,Sales,,Bangalore,4,1,
U1683,-5,N/A,Sales,2022-01-15,mumbai,4,1,yes
U1684,,120000.75,IT,2020/12/01,Mumbai,excellent,5,True
user_685,30,120000.75,HR,invalid,mumbai,1,1,
U1686,unknown,120000.75,HR,invalid,Bangalore,1,,yes
U1687,60,78000,Finance,15/02/2021,Mumbai,,five,no
,-5,45000,it ,invalid,Bangalore,2,10,no
,60,120000.75,Sales,,,5,5,yes
user_690,200,25000,it ,15/02/2021,Bangalore,poor,0,
,45,120000.75,HR,2020/12/01,DELHI,poor,3,no
,18,25000,,15/02/2021,Delhi,,five,True
user_693,,45000,IT,2020/12/01,Hyderabad,,3,
user_694,,,Sales,2020/12/01,Mumbai,2,-1,no
U1695,25,,HR,invalid,DELHI,3,3,True
,200,120000.75,HR,invalid,Bangalore,1,0,True
,,45000,,15/02/2021,Hyderabad,2,3,yes
,45,N/A,it ,invalid,DELHI,3,-1,
,25,₹50000,Sales,2022-01-15,mumbai,4,0,no
,45,120000.75,it ,2020/12/01,,4,3,no
user_701,,,IT,2022-01-15,Delhi,4,five,yes
,200,78000,HR,2022-01-15,DELHI,1,3,
U1703,30,45000,IT,15/02/2021,Hyderabad,1,1,True
,200,25000,HR,,Hyderabad,poor,3,
,45,,Sales,2020/12/01,,,10,
U1706,18,78000,HR,15/02/2021,,,10,
,unknown,120000.75,Finance,2020/12/01,Mumbai,3,-1,False
U1708,unknown,78000,HR,2020/12/01,DELHI,3,five,yes
user_709,,120000.75,,15/02/2021,DELHI,2,1,False
,25,,,2022-01-15,Mumbai,excellent,five,False
,60,,IT,15/02/2021,DELHI,poor,10,yes
user_712,45,78000,it ,2020/12/01,DELHI,poor,,False
,200,45000,it ,2022-01-15,,,10,no
user_714,30,,it ,,mumbai,4,3,yes
,-5,₹50000,IT,2022-01-15,Mumbai,poor,0,True
user_716,60,N/A,,2020/12/01,,3,,no
,-5,120000.75,HR,,Hyderabad,,5,no
,30,₹50000,HR,15/02/2021,Mumbai,poor,five,True
user_719,-5,₹50000,Finance,invalid,,,1,False
,25,₹50000,,invalid,Mumbai,4,3,
,60,78000,Finance,invalid,,poor,0,
,18,25000,Sales,invalid,mumbai,excellent,1,
,,45000,IT,invalid,Mumbai,2,0,yes
,200,120000.75,IT,,mumbai,4,0,False
user_725,18,₹50000,IT,,Hyderabad,4,1,no
user_726,45,78000,HR,,DELHI,3,0,
U1727,,78000,Finance,invalid,Delhi,4,3,
,unknown,45000,,2022-01-15,Mumbai,5,1,True
U1729,45,120000.75,Finance,,Bangalore,2,five,True
,,,,15/02/2021,mumbai,4,10,True
,,₹50000,HR,,,4,1,True
,unknown,,HR,2022-01-15,Hyderabad,,,
,200,120000.75,,2022-01-15,Bangalore,excellent,10,no
U1734,,₹50000,,15/02/2021,Bangalore,1,,no
,30,25000,it ,2020/12/01,Delhi,5,0,yes
user_736,-5,45000,Finance,invalid,Hyderabad,5,1,no
,45,N/A,HR,2020/12/01,Mumbai,2,-1,no
,30,25000,HR,15/02/2021,,5,3,
user_739,60,25000,,2020/12/01,Delhi,4,five,False
U1740,60,120000.75,HR,15/02/2021,DELHI,excellent,-1,False
,60,N/A,HR,2022-01-15,DELHI,4,3,False
,60,₹50000,Sales,2022-01-15,Bangalore,2,5,
,18,45000,Sales,15/02/2021,Bangalore,4,,no
,,120000.75,Finance,,Mumbai,3,,True
U1745,200,78000,HR,,Hyderabad,4,-1,yes
,25,25000,HR,2020/12/01,,,1,no
user_747,unknown,45000,HR,2022-01-15,Delhi,5,10,
U1748,-5,₹50000,IT,,Bangalore,4,-1,False
,25,₹50000,,2020/12/01,DELHI,poor,10,False
user_750,unknown,₹50000,HR,2020/12/01,Bangalore,4,3,False
,18,,Sales,2022-01-15,Delhi,excellent,0,False
user_752,60,120000.75,HR,2022-01-15,Hyderabad,5,5,
,18,N/A,Sales,2022-01-15,Delhi,4,3,yes
U1754,,78000,Sales,15/02/2021,Bangalore,2,five,no
U1755,200,120000.75,,15/02/2021,DELHI,5,1,yes
U1756,25,120000.75,HR,invalid,mumbai,excellent,3,yes
,-5,,it ,2020/12/01,Bangalore,poor,five,yes
,unknown,,,,,2,5,True
U1759,25,₹50000,HR,2022-01-15,Bangalore,poor,,False
,200,,HR,15/02/2021,Bangalore,5,five,yes
,30,,Finance,15/02/2021,mumbai,4,5,True
user_762,,N/A,HR,15/02/2021,Hyderabad,poor,3,no
user_763,45,78000,HR,2022-01-15,mumbai,poor,five,False
user_764,,,IT,,,2,5,no
U1765,25,120000.75,it ,,Mumbai,1,10,yes
,,78000,IT,invalid,Delhi,1,five,
user_767,45,N/A,,2020/12/01,Delhi,excellent,-1,yes
user_768,60,120000.75,HR,2020/12/01,Hyderabad,,,yes
,,,HR,2022-01-15,Hyderabad,4,0,False
U1770,200,78000,it ,2022-01-15,Bangalore,,five,True
,-5,120000.75,HR,,Mumbai,5,3,False
,60,120000.75,IT,2020/12/01,mumbai,3,10,yes
,unknown,,HR,invalid,Mumbai,4,10,no
,45,N/A,Finance,2022-01-15,Hyderabad,4,0,yes
user_775,18,₹50000,IT,invalid,Mumbai,4,3,
U1776,30,25000,Sales,15/02/2021,,poor,10,True
,-5,,Finance,invalid,mumbai,3,5,yes
user_778,200,,HR,,,3,five,yes
,200,,HR,,Delhi,3,3,False
user_780,30,45000,it ,2020/12/01,mumbai,1,5,True
,200,₹50000,it ,2022-01-15,Bangalore,1,10,yes
U1782,30,78000,HR,invalid,Hyderabad,4,-1,False
,25,₹50000,HR,,Hyderabad,excellent,-1,True
,unknown,,IT,,DELHI,3,3,yes
,unknown,45000,,,Bangalore,excellent,-1,False
U1786,30,₹50000,HR,2022-01-15,mumbai,5,3,yes
,unknown,,Finance,invalid,Bangalore,excellent,1,no
user_788,18,25000,HR,2020/12/01,Hyderabad,2,10,no
U1789,25,₹50000,IT,,DELHI,,-1,yes
U1790,,,HR,invalid,mumbai,excellent,1,no
U1791,200,120000.75,it ,2022-01-15,Hyderabad,4,10,no
user_792,25,120000.75,IT,invalid,Mumbai,,3,
,200,N/A,Finance,,Delhi,3,3,yes
,45,120000.75,HR,,,,five,False
U1795,18,120000.75,it ,2020/12/01,Bangalore,3,1,True
U1796,200,25000,Sales,,Hyderabad,excellent,five,False
U1797,-5,₹50000,HR,invalid,mumbai,excellent,0,no
,45,25000,,,Bangalore,excellent,1,False
,200,,,,Mumbai,4,0,no
U1800,-5,25000,Finance,,,,1,False
U1801,60,₹50000,Sales,,Mumbai,5,1,
U1802,-5,78000,IT,,Mumbai,3,1,True
,200,78000,Sales,2020/12/01,,excellent,five,
user_804,25,78000,,2020/12/01,mumbai,4,,False
,200,,HR,15/02/2021,Delhi,4,,False
,25,120000.75,,2020/12/01,Bangalore,5,-1,False
,18,₹50000,HR,,Bangalore,5,5,no
,200,N/A,it ,15/02/2021,,2,five,True
,25,,it ,,Mumbai,2,0,yes
user_810,60,,IT,,Bangalore,1,,
user_811,60,,Sales,2020/12/01,,3,10,no
,,N/A,HR,invalid,mumbai,4,3,True
,-5,₹50000,Finance,2020/12/01,DELHI,5,5,no
user_814,-5,78000,Sales,15/02/2021,DELHI,excellent,five,False
,18,,,,Hyderabad,poor,0,yes
U1816,200,120000.75,HR,,Delhi,excellent,5,yes
user_817,18,45000,HR,invalid,Delhi,5,0,no
,200,,,,mumbai,4,10,False
,,,IT,15/02/2021,Bangalore,5,1,False
,unknown,₹50000,IT,15/02/2021,DELHI,3,3,yes
,45,25000,HR,15/02/2021,Delhi,3,,no
,60,,Finance,,mumbai,3,3,no
user_823,-5,45000,Finance,invalid,Hyderabad,excellent,0,True
U1824,18,25000,IT,invalid,Hyderabad,1,10,False
U1825,-5,45000,HR,invalid,Mumbai,excellent,,True
user_826,unknown,78000,,,,5,3,yes
user_827,25,N/A,,2022-01-15,Delhi,1,3,False
U1828,18,25000,IT,2020/12/01,Hyderabad,1,3,no
,,45000,HR,2020/12/01,mumbai,2,1,True
,60,45000,IT,invalid,Delhi,,5,False
U1831,18,25000,Finance,15/02/2021,Bangalore,4,5,False
U1832,unknown,25000,,invalid,Mumbai,3,,
,unknown,,,,Delhi,3,10,no
,45,,,2022-01-15,Mumbai,2,0,True
,unknown,,Sales,invalid,DELHI,2,,True
,unknown,78000,HR,2022-01-15,Mumbai,2,10,False
U1837,200,N/A,it ,15/02/2021,Hyderabad,poor,-1,True
,unknown,45000,it ,invalid,Mumbai,excellent,5,no
U1839,30,N/A,Finance,2020/12/01,,poor,five,True
,unknown,78000,IT,invalid,Delhi,5,10,
,45,,,invalid,,4,-1,no
,25,45000,Sales,2022-01-15,Delhi,excellent,-1,yes
U1843,45,78000,HR,15/02/2021,Bangalore,excellent,1,False
U1844,25,₹50000,Finance,2020/12/01,Bangalore,5,-1,False
,,78000,HR,invalid,Delhi,1,,yes
,60,,it ,2020/12/01,,4,1,no
,45,N/A,it ,2020/12/01,Mumbai,2,five,False
,-5,45000,it ,15/02/2021,Delhi,4,0,True
U1849,unknown,120000.75,HR,2022-01-15,Mumbai,4,0,True
,25,,,2020/12/01,Mumbai,2,-1,
user_851,18,45000,Finance,15/02/2021,,excellent,1,
user_852,45,N/A,,,DELHI,4,0,True
,unknown,78000,HR,,,,5,yes
U1854,45,N/A,,,mumbai,excellent,5,
U1855,45,25000,it ,2020/12/01,Hyderabad,2,1,no
user_856,30,78000,,,Mumbai,2,5,
,45,N/A,Sales,,mumbai,1,1,False
U1858,-5,,Sales,15/02/2021,Delhi,5,five,
user_859,60,₹50000,IT,2022-01-15,Bangalore,poor,five,True
user_860,25,N/A,HR,invalid,mumbai,3,0,False
,25,₹50000,Sales,2020/12/01,Mumbai,5,1,False
,25,,HR,,Hyderabad,1,5,no
user_863,unknown,45000,HR,,Hyderabad,poor,five,yes
,30,,Finance,invalid,DELHI,3,1,
,25,₹50000,,2020/12/01,Delhi,,3,no
user_866,30,45000,Finance,2020/12/01,,1,3,no
U1867,60,78000,IT,2020/12/01,DELHI,poor,3,True
,200,25000,IT,,Delhi,3,10,False
U1869,,25000,it ,15/02/2021,Hyderabad,3,0,no
U1870,unknown,120000.75,IT,15/02/2021,Mumbai,1,five,
U1871,,₹50000,Finance,2020/12/01,Bangalore,poor,,no
user_872,unknown,45000,HR,15/02/2021,Hyderabad,1,5,yes
U1873,unknown,N/A,it ,2022-01-15,mumbai,3,1,no
U1874,30,25000,,15/02/2021,Hyderabad,,10,True
,60,₹50000,HR,invalid,Delhi,4,5,True
,,78000,IT,,Mumbai,5,,
U1877,30,,HR,2022-01-15,Bangalore,3,3,yes
U1878,60,120000.75,,2020/12/01,Hyderabad,2,,True
user_879,30,120000.75,Finance,2022-01-15,Hyderabad,,5,no
,25,₹50000,IT,2022-01-15,DELHI,5,,
U1881,45,45000,Sales,2020/12/01,Delhi,4,-1,False
,200,25000,,invalid,Hyderabad,,5,
,200,N/A,,invalid,,4,10,yes
U1884,,25000,Sales,,DELHI,excellent,-1,yes
,18,120000.75,it ,2022-01-15,,5,1,True
user_886,-5,N/A,Sales,invalid,Delhi,5,0,True
user_887,45,78000,IT,2022-01-15,,2,1,no
user_888,45,120000.75,Finance,15/02/2021,,poor,,no
U1889,45,45000,HR,2020/12/01,Mumbai,1,1,yes
U1890,25,78000,HR,invalid,DELHI,1,10,True
U1891,30,78000,HR,15/02/2021,Mumbai,4,five,False
user_892,unknown,25000,HR,2020/12/01,Delhi,5,3,True
user_893,18,,HR,invalid,mumbai,excellent,-1,True
,,78000,,15/02/2021,Delhi,1,5,
,200,,HR,2022-01-15,Hyderabad,5,1,yes
U1896,45,₹50000,HR,2020/12/01,mumbai,2,-1,
,25,,HR,,Bangalore,1,5,no
,45,78000,Sales,invalid,Delhi,3,10,yes
U1899,30,25000,Finance,invalid,mumbai,1,1,yes
U1900,30,45000,Sales,2022-01-15,mumbai,poor,1,no
user_901,30,78000,it ,invalid,,excellent,1,False
,45,78000,it ,,Bangalore,excellent,,
,25,,it ,invalid,Hyderabad,1,5,
,60,,,invalid,Mumbai,4,-1,
U1905,30,N/A,Sales,2020/12/01,Hyderabad,poor,five,False
,200,N/A,Sales,2022-01-15,Hyderabad,,five,True
user_907,60,120000.75,it ,,Hyderabad,5,,False
,unknown,N/A,Sales,,Bangalore,4,10,
U1909,60,25000,IT,,Hyderabad,3,10,False
user_910,30,78000,it ,2022-01-15,Delhi,3,,False
,60,,Sales,invalid,Delhi,excellent,,False
U1912,60,₹50000,Finance,15/02/2021,DELHI,1,,True
,18,₹50000,HR,15/02/2021,Bangalore,4,3,
,45,120000.75,,,Mumbai,1,-1,False
U1915,,120000.75,HR,2022-01-15,Delhi,5,1,False
U1916,-5,,Sales,,Bangalore,5,0,no
,-5,120000.75,IT,invalid,,,0,False
user_918,unknown,120000.75,Finance,15/02/2021,Hyderabad,1,,False
U1919,60,78000,HR,,Hyderabad,1,5,yes
,30,₹50000,HR,,mumbai,,3,False
user_921,30,45000,IT,15/02/2021,Mumbai,2,-1,False
,60,78000,it ,2022-01-15,Delhi,excellent,10,
user_923,-5,45000,IT,invalid,Bangalore,5,0,yes
user_924,25,45000,Sales,invalid,Delhi,4,3,no
,,25000,Finance,2022-01-15,Delhi,3,0,
,18,,HR,2020/12/01,Hyderabad,1,five,
user_927,18,₹50000,,15/02/2021,Hyderabad,1,3,False
,-5,₹50000,IT,15/02/2021,mumbai,,-1,False
U1929,200,25000,it ,,mumbai,5,10,False
user_930,60,78000,Sales,15/02/2021,mumbai,2,10,no
user_931,18,N/A,,2022-01-15,Mumbai,,3,
,18,120000.75,it ,2020/12/01,Hyderabad,2,3,
,45,,HR,2020/12/01,,5,-1,False
U1934,18,N/A,Finance,2022-01-15,mumbai,1,1,yes
user_935,45,₹50000,IT,2020/12/01,Delhi,poor,-1,True
U1936,45,78000,Sales,invalid,mumbai,2,0,yes
,60,45000,IT,15/02/2021,,4,1,
U1938,200,120000.75,Finance,2020/12/01,mumbai,excellent,1,yes
,-5,25000,,15/02/2021,Mumbai,5,-1,True
user_940,,25000,Finance,15/02/2021,,1,5,
,45,,Sales,,Delhi,4,10,False
U1942,unknown,N/A,HR,2022-01-15,,poor,five,no
,25,,Finance,invalid,Delhi,excellent,-1,False
,-5,45000,HR,15/02/2021,Bangalore,2,3,no
,200,120000.75,HR,invalid,DELHI,poor,five,False
,200,₹50000,HR,15/02/2021,Bangalore,5,3,False
,60,,,,Hyderabad,1,10,no
U1948,unknown,N/A,Sales,15/02/2021,Delhi,poor,,no
,18,,HR,15/02/2021,Hyderabad,excellent,3,False
,60,,it ,,Hyderabad,2,0,
,unknown,45000,Finance,invalid,Delhi,4,,False
user_952,60,25000,HR,2022-01-15,mumbai,poor,five,True
,200,₹50000,,15/02/2021,Mumbai,poor,-1,False
U1954,-5,₹50000,Sales,invalid,DELHI,excellent,-1,no
,25,₹50000,Sales,,Bangalore,1,3,no
,60,₹50000,HR,,Hyderabad,1,3,no
U1957,18,25000,HR,,Bangalore,excellent,0,yes
,25,45000,it ,15/02/2021,Hyderabad,5,,yes
,-5,45000,,2020/12/01,,excellent,5,
user_960,18,45000,Finance,,mumbai,5,,True
,30,N/A,HR,15/02/2021,Delhi,,3,
,18,,HR,2022-01-15,mumbai,1,five,no
,60,25000,,invalid,Bangalore,3,,no
user_964,30,25000,it ,2022-01-15,,1,-1,no
,60,78000,HR,,Delhi,poor,-1,no
user_966,-5,₹50000,Sales,invalid,Mumbai,2,3,True
U1967,45,120000.75,Sales,,Mumbai,excellent,,
,unknown,25000,it ,15/02/2021,,2,5,
user_969,-5,N/A,Sales,,DELHI,poor,1,yes
user_970,unknown,45000,,2020/12/01,Delhi,,5,yes
,-5,120000.75,HR,,Hyderabad,4,10,
,25,25000,Sales,2022-01-15,mumbai,3,-1,yes
,-5,78000,Finance,2022-01-15,DELHI,1,1,False
U1974,60,45000,Sales,,Delhi,1,0,True
,60,,,15/02/2021,,excellent,5,False
user_976,18,120000.75,Finance,invalid,mumbai,poor,3,True
,,₹50000,HR,2022-01-15,Bangalore,,10,no
,30,,Sales,invalid,Bangalore,3,3,True
,-5,45000,it ,,Delhi,5,0,yes
,25,25000,HR,2020/12/01,Hyderabad,4,five,False
U1981,-5,78000,,,mumbai,1,,
user_982,-5,120000.75,HR,2022-01-15,,poor,five,
user_983,-5,120000.75,Sales,,,3,1,True
user_984,-5,78000,HR,,,excellent,-1,False
,60,,HR,15/02/2021,Delhi,poor,five,yes
,18,N/A,Finance,15/02/2021,,2,-1,False
,unknown,45000,HR,2020/12/01,mumbai,excellent,3,
U1988,25,120000.75,HR,2022-01-15,,3,five,True
user_989,,120000.75,HR,,Bangalore,poor,10,no
U1990,200,,Sales,15/02/2021,Hyderabad,,-1,False
U1991,45,,HR,,mumbai,,-1,yes
,18,,it ,2020/12/01,Mumbai,excellent,3,
,,N/A,Sales,2022-01-15,,1,5,
,unknown,120000.75,it ,invalid,Mumbai,poor,-1,True
,60,₹50000,HR,15/02/2021,DELHI,2,five,
U1996,,,IT,15/02/2021,Mumbai,,5,no
user_997,unknown,25000,HR,invalid,Mumbai,3,5,True
U1998,-5,25000,,15/02/2021,Bangalore,1,0,True
,30,45000,HR,2022-01-15,Hyderabad,excellent,five,no
